ArrivalDate,IsCanceled
2015-07-05,4.653960350157523
2015-07-12,5.093750200806762
2015-07-19,5.37989735354046
2015-07-26,5.762051382780177
2015-08-02,5.043425116919247
2015-08-09,5.736572297479192
2015-08-16,6.066108090103747
2015-08-23,5.236441962829949
2015-08-30,5.541263545158426
2015-09-06,5.44673737166631
2015-09-13,5.780743515792329
2015-09-20,6.133398042996649
2015-09-27,5.968707559985366
2015-10-04,5.823045895483019
2015-10-11,5.971261839790462
2015-10-18,6.0330862217988015
2015-10-25,5.017279836814924
2015-11-01,5.236441962829949
2015-11-08,4.248495242049359
2015-11-15,4.356708826689592
2015-11-22,3.7376696182833684
2015-11-29,4.653960350157523
2015-12-06,5.1298987149230735
2015-12-13,5.568344503761097
2015-12-20,2.9444389791664403
2015-12-27,4.330733340286331
2016-01-03,5.313205979041787
2016-01-10,3.1780538303479458
2016-01-17,4.1588830833596715
2016-01-24,5.003946305945459
2016-01-31,4.976733742420574
2016-02-07,4.584967478670572
2016-02-14,4.8283137373023015
2016-02-21,5.958424693029782
2016-02-28,5.648974238161206
2016-03-06,5.198497031265826
2016-03-13,4.9344739331306915
2016-03-20,5.755742213586912
2016-03-27,5.857933154483459
2016-04-03,5.480638923341991
2016-04-10,5.8522024797744745
2016-04-17,5.926926025970411
2016-04-24,5.981414211254481
2016-05-01,5.886104031450156
2016-05-08,5.720311776607412
2016-05-15,5.75890177387728
2016-05-22,5.948034989180646
2016-05-29,5.676753802268282
2016-06-05,5.948034989180646
2016-06-12,6.1070228877422545
2016-06-19,6.320768294250582
2016-06-26,5.564520407322694
2016-07-03,5.736572297479192
2016-07-10,5.6131281063880705
2016-07-17,5.37989735354046
2016-07-24,5.4116460518550396
2016-07-31,5.327876168789581
2016-08-07,5.572154032177765
2016-08-14,5.739792912179234
2016-08-21,5.707110264748875
2016-08-28,5.631211781821365
2016-09-04,5.69035945432406
2016-09-11,5.814130531825066
2016-09-18,5.8998973535824915
2016-09-25,5.7430031878094825
2016-10-02,6.180016653652572
2016-10-09,5.937536205082426
2016-10-16,6.410174881966167
2016-10-23,5.953243334287785
2016-10-30,6.052089168924417
2016-11-06,6.1903154058531475
2016-11-13,5.963579343618446
2016-11-20,5.476463551931511
2016-11-27,5.25227342804663
2016-12-04,5.69035945432406
2016-12-11,5.429345628954441
2016-12-18,5.0369526024136295
2016-12-25,5.056245805348308
2017-01-01,5.8522024797744745
2017-01-08,5.438079308923196
2017-01-15,5.5254529391317835
2017-01-22,5.351858133476067
2017-01-29,5.662960480135946
2017-02-05,5.3706380281276624
2017-02-12,5.407171771460119
2017-02-19,5.402677381872279
2017-02-26,5.707110264748875
2017-03-05,5.652489180268651
2017-03-12,5.442417710521793
2017-03-19,5.8377304471659395
2017-03-26,5.673323267171493
2017-04-02,5.365976015021851
2017-04-09,6.234410725718371
2017-04-16,6.018593214496234
2017-04-23,6.023447592961033
2017-04-30,6.293419278846481
2017-05-07,6.302618975744905
2017-05-14,5.908082938168931
2017-05-21,6.523562306149512
2017-05-28,6.063785208687608
2017-06-04,6.091309882077698
2017-06-11,6.171700597410915
2017-06-18,5.934894195619588
2017-06-25,5.8805329864007
2017-07-02,6.0063531596017325
2017-07-09,5.811140992976701
2017-07-16,5.746203190540153
2017-07-23,5.493061443340548
2017-07-30,5.796057750765372
2017-08-06,5.5254529391317835
2017-08-13,5.616771097666572
2017-08-20,5.805134968916488
2017-08-27,5.327876168789581
2017-09-03,4.61512051684126
